날짜,KTCI,등급,계절,KTCI-a,등급_a,계절_a,KTCI-a2,등급_a2,KTCI-a_roll3,KTCI-a_roll7,Cd,Ca,P,W,S,ET_d,ET_a,최고기온,평균기온,최저습도,평균습도,강수량,풍속,일조시간,전운량
2016-06-30,86.27,Excellent,summer,86.27,Excellent,summer,86.27,Excellent,89.18,88.87,4.5,5.0,4.98,3.5,0.45,25.419559999999997,23.32104,26.9,24.6,78.1,78.1,0.2,2.8,0.9,9.5
2016-07-01,53.92,Acceptable,summer,53.92,Acceptable,summer,53.92,Acceptable,76.7,84.42,4.5,5.0,0.0,4.0,0.04999999999999982,25.7036,23.244,26.6,24.0,86.5,86.5,108.5,2.3,0.0,9.9
2016-07-02,84.54,Excellent,summer,84.54,Excellent,summer,84.54,Excellent,74.91,83.42,4.0,5.0,4.6,4.0,2.15,26.383119999999998,22.4956,27.7,23.5,81.4,81.4,4.0,2.4,4.3,8.0
2016-07-03,88.8,Excellent,summer,88.8,Excellent,summer,88.8,Excellent,75.75,83.08,4.5,4.5,5.0,4.5,1.9,24.81088,21.901600000000002,26.8,23.5,70.4,70.4,0.0,1.6,3.8,6.5
2016-07-04,68.19,Good,summer,68.19,Good,summer,68.19,Good,80.51,80.43,5.0,4.5,2.05,3.5,0.4,23.25964,21.09672,24.1,21.8,85.1,85.1,29.5,3.0,0.8,9.1
2016-07-05,52.93,Acceptable,summer,52.93,Acceptable,summer,52.93,Acceptable,69.97,74.94,4.5,5.0,0.0,3.5,0.0,24.421120000000002,22.76464,24.8,23.1,93.6,93.6,100.5,2.8,0.0,10.0
2016-07-06,90.39,Ideal,summer,90.39,Ideal,summer,90.39,Ideal,70.5,75.01,4.5,4.5,5.0,4.0,3.35,25.1424,21.5584,26.9,22.9,74.0,74.0,0.0,1.9,6.7,6.8
2016-07-07,89.26,Excellent,summer,89.26,Excellent,summer,89.26,Excellent,77.53,75.43,4.0,5.0,5.0,4.5,2.85,26.3984,22.4096,28.5,24.0,71.6,71.6,0.0,1.3,5.7,7.5
2016-07-08,87.09,Excellent,summer,87.09,Excellent,summer,87.09,Excellent,88.91,80.17,3.5,4.5,5.0,4.0,5.0,29.3984,24.9818,32.4,27.3,66.5,66.5,0.0,1.8,13.3,0.1
2016-07-09,87.09,Excellent,summer,87.09,Excellent,summer,87.09,Excellent,87.81,80.54,3.5,4.5,5.0,4.0,5.0,29.503840000000004,25.20784,32.7,27.7,64.8,64.8,0.0,2.0,12.1,3.1
2016-07-10,85.89,Excellent,summer,85.89,Excellent,summer,85.89,Excellent,86.69,80.12,3.5,4.5,5.0,4.0,4.3,29.810560000000002,25.351039999999998,33.1,27.9,64.4,64.4,0.0,1.8,8.6,7.3
2016-07-11,78.34,Very Good,summer,78.34,Very Good,summer,78.34,Very Good,83.77,81.57,3.0,4.0,5.0,4.0,2.8,30.34864,26.000639999999997,33.4,28.4,67.4,67.4,0.0,1.7,5.6,8.1
2016-07-12,83.67,Excellent,summer,83.67,Excellent,summer,83.67,Excellent,82.63,85.96,3.5,4.5,4.7,4.0,4.15,28.0158,24.0506,30.9,26.3,65.5,65.5,3.0,2.1,8.3,7.3
2016-07-13,85.52,Excellent,summer,85.52,Excellent,summer,85.52,Excellent,82.51,85.27,4.0,4.5,5.0,4.0,2.3,27.082,24.2788,29.5,26.3,69.0,69.0,0.0,2.1,4.6,7.6
2016-07-14,86.94,Excellent,summer,86.94,Excellent,summer,86.94,Excellent,85.38,84.93,3.5,4.5,4.99,4.0,4.95,29.43424,25.183,32.4,27.5,66.9,66.9,0.1,2.1,9.9,5.8
2016-07-15,83.81,Excellent,summer,83.81,Excellent,summer,83.81,Excellent,85.42,84.47,4.0,5.0,4.85,3.5,1.3,26.128,23.607999999999997,29.2,26.2,60.0,60.0,1.5,2.6,2.6,9.3
2016-07-16,55.49,Acceptable,summer,55.49,Acceptable,summer,55.49,Acceptable,75.41,79.95,5.0,4.5,0.34999999999999964,3.0,0.0,23.40256,20.48896,23.8,20.8,92.8,92.8,46.5,3.5,0.0,10.0
2016-07-17,85.16,Excellent,summer,85.16,Excellent,summer,85.16,Excellent,74.82,79.85,5.0,4.5,4.75,3.5,0.0,22.203960000000002,20.89972,23.1,21.7,82.9,82.9,2.5,2.6,0.0,10.0
2016-07-18,91.2,Ideal,summer,91.2,Ideal,summer,91.2,Ideal,77.28,81.68,4.0,5.0,4.98,4.5,4.05,26.567359999999997,22.96576,28.4,24.4,75.1,75.1,0.2,1.5,8.1,5.9
2016-07-19,87.99,Excellent,summer,87.99,Excellent,summer,87.99,Excellent,88.12,82.3,3.5,4.5,5.0,4.5,5.0,29.308799999999998,24.7402,32.4,27.1,65.5,65.5,0.0,1.5,10.3,3.6
2016-07-20,84.34,Excellent,summer,84.34,Excellent,summer,84.34,Excellent,87.84,82.13,3.5,4.5,5.0,4.0,3.4,29.465,25.810000000000002,32.9,28.6,62.5,62.5,0.0,1.9,6.8,5.4
2016-07-21,82.7,Excellent,summer,82.7,Excellent,summer,82.7,Excellent,85.01,81.53,3.5,4.5,5.0,4.0,2.45,28.763440000000003,25.46716,32.2,28.3,61.3,61.3,0.0,2.2,4.9,6.8
2016-07-22,79.11,Very Good,summer,79.11,Very Good,summer,79.11,Very Good,82.05,80.86,3.0,4.0,5.0,4.0,3.25,30.6296,26.349600000000002,34.1,29.1,64.0,64.0,0.0,2.2,6.5,6.5
2016-07-23,78.84,Very Good,summer,78.84,Very Good,summer,78.84,Very Good,80.22,84.19,3.5,4.0,4.95,4.0,1.5,29.04256,26.48592,31.6,28.7,70.4,70.4,0.5,1.9,3.0,8.8
2016-07-24,76.69,Very Good,summer,76.69,Very Good,summer,76.69,Very Good,78.21,82.98,3.5,4.0,4.95,4.0,0.25,28.32316,26.4088,30.1,28.0,77.9,77.9,0.5,2.0,0.5,9.6
2016-07-25,79.26,Very Good,summer,79.26,Very Good,summer,79.26,Very Good,78.26,81.28,3.5,4.0,5.0,4.0,1.55,29.28568,26.582079999999998,31.4,28.4,75.3,75.3,0.0,1.9,3.1,6.6
2016-07-26,80.94,Excellent,summer,80.94,Excellent,summer,80.94,Excellent,78.96,80.27,3.5,4.0,5.0,3.5,3.05,29.184399999999997,26.118399999999998,31.9,28.4,69.0,69.0,0.0,2.6,6.1,6.8
2016-07-27,80.5,Excellent,summer,80.5,Excellent,summer,80.5,Excellent,80.23,79.72,4.0,4.5,4.95,3.5,0.1,27.11584,25.938560000000003,28.9,27.6,76.4,76.4,0.5,3.2,0.2,9.4
2016-07-28,86.06,Excellent,summer,86.06,Excellent,summer,86.06,Excellent,82.5,80.2,3.5,4.5,4.98,3.5,5.0,28.089199999999998,25.8832,30.5,28.0,70.6,70.6,0.2,2.8,10.0,6.3
2016-07-29,50.19,Acceptable,summer,50.19,Acceptable,summer,50.19,Acceptable,72.25,76.07,4.0,4.5,0.0,4.5,0.25,27.097279999999998,25.14596,28.4,26.3,82.3,82.3,59.5,1.6,0.5,9.6
2016-07-30,78.78,Very Good,summer,78.78,Very Good,summer,78.78,Very Good,71.68,76.06,3.0,4.0,4.95,4.0,3.25,30.561999999999998,26.6284,33.0,28.6,73.5,73.5,0.5,2.1,6.5,5.9
2016-07-31,80.83,Excellent,summer,80.83,Excellent,summer,80.83,Excellent,69.93,76.65,3.0,4.0,4.98,4.5,3.8,30.255519999999997,26.79076,32.8,28.9,72.1,72.1,0.2,1.6,7.6,5.4
2016-08-01,82.31,Excellent,summer,82.31,Excellent,summer,82.31,Excellent,80.64,77.09,3.5,4.0,5.0,4.5,2.8,29.891199999999998,26.339199999999998,32.4,28.4,72.0,72.0,0.0,1.6,5.6,6.3
2016-08-02,79.03,Very Good,summer,79.03,Very Good,summer,79.03,Very Good,80.72,76.81,3.5,4.5,4.8,4.5,0.55,28.779,25.308,31.1,27.2,72.5,72.5,2.0,1.2,1.1,7.6
2016-08-03,83.02,Excellent,summer,83.02,Excellent,summer,83.02,Excellent,81.45,77.17,3.0,4.0,5.0,4.5,5.0,30.850720000000003,26.456560000000003,34.2,29.1,65.4,65.4,0.0,1.6,11.8,4.1
2016-08-04,83.02,Excellent,summer,83.02,Excellent,summer,83.02,Excellent,81.69,76.74,3.0,4.0,5.0,4.5,5.0,31.54688,27.354879999999998,35.7,30.7,59.6,59.6,0.0,1.6,11.4,1.1
2016-08-05,82.12,Excellent,summer,82.12,Excellent,summer,82.12,Excellent,82.72,81.3,3.0,4.0,5.0,4.0,5.0,31.8504,27.81648,36.0,31.2,60.1,60.1,0.0,1.8,11.4,1.9
2016-08-06,81.09,Excellent,summer,81.09,Excellent,summer,81.09,Excellent,82.08,81.63,3.0,4.0,5.0,4.0,4.4,30.6208,27.613599999999998,34.0,30.5,64.8,64.8,0.0,1.7,8.8,1.9
2016-08-07,82.12,Excellent,summer,82.12,Excellent,summer,82.12,Excellent,81.78,81.82,3.0,4.0,5.0,4.0,5.0,30.6,26.974400000000003,35.0,30.6,56.0,56.0,0.0,1.9,11.9,0.9
2016-08-08,82.12,Excellent,summer,82.12,Excellent,summer,82.12,Excellent,81.78,81.79,3.0,4.0,5.0,4.0,5.0,31.7362,27.4742,35.5,30.5,63.1,63.1,0.0,1.8,10.6,2.5
2016-08-09,78.03,Very Good,summer,78.03,Very Good,summer,78.03,Very Good,80.76,81.65,3.0,4.0,4.9,4.0,3.0,30.60752,26.85276,33.6,29.3,68.3,68.3,1.0,1.9,6.0,3.8
2016-08-10,81.52,Excellent,summer,81.52,Excellent,summer,81.52,Excellent,80.56,81.43,3.0,4.0,5.0,4.0,4.65,31.456959999999995,26.784879999999998,34.8,29.4,66.3,66.3,0.0,1.9,9.3,4.4
2016-08-11,79.05,Very Good,summer,79.05,Very Good,summer,79.05,Very Good,79.53,80.86,2.5,4.0,5.0,4.0,5.0,32.608959999999996,27.556199999999997,36.4,30.5,64.1,64.1,0.0,2.0,12.8,0.3
2016-08-12,79.05,Very Good,summer,79.05,Very Good,summer,79.05,Very Good,79.87,80.43,2.5,4.0,5.0,4.0,5.0,32.61588,27.81328,35.9,30.4,68.3,68.3,0.0,2.0,11.8,1.8
2016-08-13,82.12,Excellent,summer,82.12,Excellent,summer,82.12,Excellent,80.07,80.57,3.0,4.0,5.0,4.0,5.0,31.877160000000003,27.60632,35.1,30.2,67.9,67.9,0.0,2.4,10.4,3.0
2016-08-14,80.59,Excellent,summer,80.59,Excellent,summer,80.59,Excellent,80.59,80.35,3.5,4.0,4.98,4.0,2.4,29.5328,26.9344,31.8,28.9,74.0,74.0,0.2,1.9,4.8,5.3
2016-08-15,80.92,Excellent,summer,80.92,Excellent,summer,80.92,Excellent,81.21,80.18,3.0,4.0,5.0,4.0,4.3,30.688,26.4642,34.0,29.1,65.5,65.5,0.0,1.9,8.6,6.1
2016-08-16,80.8,Excellent,summer,80.8,Excellent,summer,80.8,Excellent,80.77,80.58,3.0,4.0,4.95,4.5,3.9,31.40404,26.59028,34.9,29.3,64.9,64.9,0.5,1.6,7.8,4.5
2016-08-17,82.12,Excellent,summer,82.12,Excellent,summer,82.12,Excellent,81.28,80.66,3.0,4.0,5.0,4.0,5.0,30.78752,26.747839999999997,34.7,29.9,60.4,60.4,0.0,1.9,11.5,3.3
2016-08-18,77.0,Very Good,summer,77.0,Very Good,summer,77.0,Very Good,79.97,80.37,3.0,4.0,5.0,4.5,1.5,30.59668,26.86724,34.3,29.9,61.9,61.9,0.0,1.6,3.0,7.0
2016-08-19,67.76,Good,summer,67.76,Good,summer,67.76,Good,75.63,78.76,3.0,4.0,3.85,4.5,0.5,30.369600000000002,26.594199999999997,33.2,28.9,69.5,69.5,11.5,1.4,1.0,7.5
2016-08-20,77.48,Very Good,summer,77.48,Very Good,summer,77.48,Very Good,74.08,78.1,3.0,4.0,5.0,4.0,2.3,30.816399999999998,26.8036,34.9,30.1,59.0,59.0,0.0,1.7,4.6,6.9
2016-08-21,77.59,Very Good,summer,77.59,Very Good,summer,77.59,Very Good,74.28,77.67,2.5,4.0,5.0,4.0,4.15,32.078,27.180999999999997,36.6,30.7,57.5,57.5,0.0,2.1,8.3,4.4
2016-08-22,81.86,Excellent,summer,81.86,Excellent,summer,81.86,Excellent,78.98,77.8,3.0,4.0,4.96,4.0,5.0,31.8816,27.2224,36.3,30.7,58.0,58.0,0.4,2.1,11.7,3.6
2016-08-23,72.42,Very Good,summer,72.42,Very Good,summer,72.42,Very Good,77.29,76.6,3.0,4.0,4.2,4.0,2.4,30.1296,26.01616,33.0,28.3,68.8,68.8,8.0,2.1,4.8,5.1
2016-08-24,84.42,Excellent,summer,84.42,Excellent,summer,84.42,Excellent,79.57,76.93,3.5,4.5,5.0,4.0,3.45,29.15356,25.97524,32.9,29.1,59.1,59.1,0.0,1.8,6.9,5.4
2016-08-25,78.3,Very Good,summer,78.3,Very Good,summer,78.3,Very Good,78.38,77.12,3.5,4.5,4.55,4.0,1.6,29.571520000000003,25.075360000000003,32.2,27.1,70.4,70.4,4.5,1.9,3.2,7.4
2016-08-26,76.29,Very Good,summer,76.29,Very Good,summer,76.29,Very Good,79.67,78.34,4.5,4.5,3.0,3.0,3.8,25.069599999999998,20.764,28.2,23.0,57.0,57.0,20.0,3.6,7.6,4.3
2016-08-27,92.33,Ideal,summer,92.33,Ideal,summer,92.33,Ideal,82.31,80.46,4.5,4.5,5.0,3.5,5.0,25.232039999999998,20.360879999999998,29.7,23.4,43.3,43.3,0.0,3.1,12.4,4.9
2016-08-28,87.02,Excellent,summer,87.02,Excellent,summer,87.02,Excellent,85.21,81.81,5.0,4.0,4.85,3.5,1.8,22.325,19.35,24.5,21.0,62.5,62.5,1.5,2.6,3.6,8.3
2016-08-29,91.91,Ideal,summer,91.91,Ideal,summer,91.91,Ideal,90.42,83.24,5.0,4.0,5.0,4.0,3.55,23.9878,19.979599999999998,27.1,22.2,54.5,54.5,0.0,2.0,7.1,5.1
2016-08-30,90.32,Ideal,summer,90.32,Ideal,summer,90.32,Ideal,89.75,85.8,5.0,4.0,5.0,3.5,3.15,22.2032,18.92096,24.5,20.6,60.4,60.4,0.0,3.3,6.3,6.1
2016-08-31,65.89,Good,summer,65.89,Good,summer,65.89,Good,82.71,83.15,4.0,3.5,3.25,3.0,0.7999999999999998,18.65904,17.247239999999998,19.2,17.7,85.3,85.3,17.5,3.8,0.0,8.4
2016-09-01,88.78,Excellent,autumn,88.23,Excellent,summer,88.23,Excellent,81.48,84.57,4.0,4.5,5.0,3.5,4.4,26.46472,21.684639999999998,28.6,23.2,71.3,71.3,0.0,3.1,8.8,2.9
2016-09-02,88.17,Excellent,autumn,87.44,Excellent,summer,87.44,Excellent,80.52,86.16,4.0,5.0,4.55,3.5,4.55,26.606,22.4108,29.0,24.2,68.5,68.5,4.5,2.7,9.1,6.5
2016-09-03,86.08,Excellent,autumn,85.8,Excellent,summer,85.8,Excellent,87.16,85.23,4.0,5.0,4.95,4.0,1.55,26.65072,22.443279999999998,28.6,23.9,73.8,73.8,0.5,1.8,3.1,6.1
2016-09-04,87.07,Excellent,autumn,86.68,Excellent,summer,86.68,Excellent,86.64,85.18,4.0,5.0,5.0,4.5,1.35,27.34992,23.80912,29.6,25.6,71.3,71.3,0.0,1.5,2.7,7.3
2016-09-05,87.06,Excellent,autumn,85.71,Excellent,summer,85.71,Excellent,86.06,84.3,3.5,4.5,5.0,4.0,4.2,28.23884,24.17616,31.1,26.4,66.1,66.1,0.0,1.7,8.4,5.4
2016-09-06,91.51,Ideal,autumn,90.6,Ideal,summer,90.6,Ideal,87.66,84.34,4.0,5.0,5.0,4.0,4.15,26.644,22.8772,29.0,24.7,69.0,69.0,0.0,1.8,8.3,4.4
2016-09-07,85.83,Excellent,autumn,85.61,Excellent,summer,85.61,Excellent,87.31,87.15,4.0,5.0,5.0,4.0,1.25,26.35312,22.57256,28.6,24.3,69.8,69.8,0.0,1.8,2.5,6.9
2016-09-08,85.25,Excellent,autumn,85.85,Excellent,summer,85.85,Excellent,87.35,86.81,4.5,4.5,4.55,4.5,1.9,24.9424,21.7728,26.5,23.0,76.4,76.4,4.5,1.3,3.8,8.1
2016-09-09,92.49,Ideal,autumn,91.46,Ideal,summer,91.46,Ideal,87.64,87.39,4.0,5.0,5.0,4.0,4.65,27.06892,22.29316,29.3,23.9,71.1,71.1,0.0,1.8,9.3,4.4
2016-09-10,91.38,Ideal,autumn,90.47,Ideal,summer,90.47,Ideal,89.26,88.05,4.0,5.0,5.0,4.5,3.55,26.456560000000003,22.40704,29.1,24.4,65.4,65.4,0.0,1.6,7.1,6.3
2016-09-11,89.47,Excellent,autumn,89.8,Excellent,summer,89.8,Excellent,90.58,88.5,4.5,5.0,5.0,4.0,1.9,25.74664,22.5454,28.2,24.5,66.3,66.3,0.0,1.7,3.8,7.1
2016-09-12,87.93,Excellent,autumn,88.33,Excellent,summer,88.33,Excellent,89.53,88.87,4.5,4.5,4.75,4.0,3.1,25.323,21.73304,27.5,23.4,68.9,68.9,2.5,1.9,6.2,4.5
2016-09-13,91.22,Ideal,autumn,90.34,Ideal,summer,90.34,Ideal,89.49,88.84,4.0,5.0,5.0,4.0,4.0,27.68,22.41,30.8,24.6,62.5,62.5,0.0,1.8,8.0,3.8
2016-09-14,90.44,Ideal,autumn,89.65,Excellent,summer,89.65,Excellent,89.44,89.41,4.0,5.0,5.0,4.0,3.6,26.337159999999997,22.620240000000003,28.9,24.6,66.1,66.1,0.0,1.8,7.2,5.0
2016-09-15,90.1,Ideal,autumn,89.35,Excellent,summer,89.35,Excellent,89.78,89.91,4.0,5.0,5.0,4.5,2.9,27.0118,22.12636,29.5,23.9,68.1,68.1,0.0,1.3,5.8,7.6
2016-09-16,88.14,Excellent,autumn,87.63,Excellent,summer,87.63,Excellent,88.88,89.37,4.0,5.0,5.0,4.5,1.9,26.7622,22.55016,29.5,24.6,64.9,64.9,0.0,1.5,3.8,9.3
2016-09-17,84.69,Excellent,autumn,85.26,Excellent,summer,85.26,Excellent,87.41,88.62,4.5,4.5,4.3,3.5,3.55,25.637439999999998,21.25552,28.2,23.1,64.8,64.8,7.0,2.9,7.1,4.9
2016-09-18,91.64,Ideal,autumn,91.73,Ideal,summer,91.73,Ideal,88.21,88.9,4.5,4.5,5.0,3.5,4.65,24.88888,20.9836,28.3,23.5,53.4,53.4,0.0,3.1,9.3,5.4
2016-09-19,89.11,Excellent,autumn,89.53,Excellent,summer,89.53,Excellent,88.84,89.07,4.5,4.0,5.0,3.0,5.0,24.47496,19.677079999999997,27.8,21.9,53.3,53.3,0.0,3.5,10.1,1.4
2016-09-20,92.52,Ideal,autumn,93.5,Ideal,summer,93.5,Ideal,91.59,89.52,5.0,4.0,5.0,3.5,5.0,22.841920000000002,18.10264,26.8,20.6,41.1,41.1,0.0,3.1,11.6,1.1
2016-09-21,89.01,Excellent,autumn,89.43,Excellent,summer,89.43,Excellent,90.82,89.49,4.5,3.5,5.0,4.0,5.0,21.83608,17.890719999999998,25.3,20.2,43.4,43.4,0.0,2.0,10.8,5.6
2016-09-22,92.58,Ideal,autumn,93.54,Ideal,summer,93.51,Ideal,92.16,90.09,5.0,4.0,5.0,4.0,4.5,23.50544,19.34388,27.2,21.9,46.3,46.3,0.0,1.8,9.0,3.9
2016-09-23,91.35,Ideal,autumn,91.46,Ideal,summer,91.45,Ideal,91.48,90.64,4.5,4.0,5.0,4.5,4.55,24.88564,19.48024,27.9,21.4,57.9,57.9,0.0,1.6,9.1,2.6
2016-09-24,93.72,Ideal,autumn,93.53,Ideal,summer,93.55,Ideal,92.84,91.82,4.5,4.5,5.0,4.5,4.65,25.92136,20.36152,28.9,22.3,60.6,60.6,0.0,1.6,9.3,3.3
2016-09-25,87.34,Excellent,autumn,86.93,Excellent,summer,86.99,Excellent,90.64,91.13,4.0,4.5,5.0,4.5,2.6,26.35888,20.7952,29.7,23.0,57.6,57.6,0.0,1.2,5.2,6.8
2016-09-26,89.94,Excellent,autumn,90.22,Ideal,summer,90.17,Ideal,90.23,91.23,4.5,4.5,5.0,4.0,3.25,25.807959999999998,21.375040000000002,28.9,23.6,59.1,59.1,0.0,1.8,6.5,5.4
2016-09-27,78.11,Very Good,autumn,80.11,Excellent,summer,79.69,Very Good,85.75,89.32,5.0,4.5,3.65,4.5,0.20000000000000018,22.834,20.23,23.8,21.0,82.5,82.5,13.5,1.3,0.0,9.6
2016-09-28,82.09,Excellent,autumn,83.3,Excellent,summer,83.0,Excellent,84.54,88.44,4.5,4.0,4.95,4.5,0.0,21.07312,19.29016,21.8,19.9,84.6,84.6,0.5,1.3,0.0,10.0
2016-09-29,87.91,Excellent,autumn,89.46,Excellent,summer,89.02,Excellent,84.29,87.86,5.0,4.0,5.0,3.5,2.65,22.69248,18.91904,24.8,20.4,64.4,64.4,0.0,3.0,5.3,8.4
2016-09-30,82.82,Excellent,autumn,83.97,Excellent,summer,83.6,Excellent,85.58,86.79,4.5,4.0,5.0,4.5,0.2,21.712600000000002,19.1098,23.5,20.5,66.9,66.9,0.0,1.6,0.4,8.8
2016-10-01,89.01,Excellent,autumn,90.4,Ideal,summer,89.9,Excellent,87.94,86.34,5.0,4.0,5.0,4.5,2.15,23.6656,19.7236,25.6,21.1,69.0,69.0,0.0,1.2,4.3,7.8
2016-10-02,67.86,Good,autumn,69.9,Good,summer,69.1,Good,81.42,83.91,4.5,4.0,3.15,3.5,0.09999999999999964,21.611359999999998,18.427599999999998,22.4,19.0,84.1,84.1,18.5,2.7,0.0,9.8
2016-10-03,86.4,Excellent,autumn,86.79,Excellent,summer,86.62,Excellent,82.36,83.42,4.5,4.5,4.35,3.5,4.25,25.98828,21.34364,27.9,22.7,73.3,73.3,6.5,2.7,8.5,4.0
2016-10-04,93.37,Ideal,autumn,93.23,Ideal,summer,93.3,Ideal,83.31,85.29,4.5,4.5,5.0,4.0,5.0,25.8764,20.0272,29.0,22.0,58.9,58.9,0.0,2.4,10.9,0.9
2016-10-05,86.33,Excellent,autumn,86.33,Excellent,autumn,86.7,Excellent,88.78,85.73,4.5,4.0,5.0,3.5,3.05,24.57872,19.408360000000002,27.2,21.1,61.9,61.9,0.0,3.0,6.1,3.4
2016-10-06,87.97,Excellent,autumn,87.97,Excellent,autumn,88.23,Excellent,89.18,85.51,4.5,3.5,5.0,3.5,5.0,21.3022,16.6976,23.5,18.0,59.3,59.3,0.0,2.6,10.7,2.8
2016-10-07,85.95,Excellent,autumn,85.95,Excellent,autumn,86.67,Excellent,86.75,85.8,5.0,4.0,4.8,3.5,2.35,22.89376,18.45064,24.8,19.7,67.8,67.8,2.0,2.6,4.7,8.8
2016-10-08,81.11,Excellent,autumn,81.11,Excellent,autumn,81.54,Excellent,85.01,84.47,4.5,3.5,4.4,3.5,3.6,20.21408,15.88608,21.8,16.8,66.4,66.4,6.0,2.9,7.2,5.5
2016-10-09,81.05,Excellent,autumn,81.05,Excellent,autumn,80.85,Excellent,82.7,86.06,3.5,3.0,5.0,3.5,5.0,15.18232,11.020760000000001,16.6,11.3,46.3,46.3,0.0,2.9,10.7,3.3
2016-10-10,87.68,Excellent,autumn,87.68,Excellent,autumn,87.54,Excellent,83.28,86.19,4.0,3.5,5.0,4.5,5.0,18.81448,13.0928,21.4,14.0,43.3,43.3,0.0,1.6,10.3,4.4
2016-10-11,84.68,Excellent,autumn,84.68,Excellent,autumn,84.67,Excellent,84.47,84.97,4.0,3.5,5.0,4.0,4.0,19.43056,14.58784,21.1,15.4,62.4,62.4,0.0,1.8,8.0,6.0
2016-10-12,86.64,Excellent,autumn,86.64,Excellent,autumn,86.57,Excellent,86.33,85.01,4.0,3.5,5.0,4.0,5.0,18.8596,14.554,20.7,15.5,57.0,57.0,0.0,2.0,10.5,3.3
2016-10-13,86.99,Excellent,autumn,86.99,Excellent,autumn,86.92,Excellent,86.1,84.87,4.0,3.5,5.0,4.5,4.65,19.23916,14.037279999999999,21.9,15.2,44.1,44.1,0.0,1.4,9.3,3.8
2016-10-14,88.58,Excellent,autumn,88.58,Excellent,autumn,88.66,Excellent,87.4,85.25,4.5,3.5,5.0,4.5,4.25,21.4372,15.67624,23.5,16.7,61.8,61.8,0.0,1.3,8.5,0.0
2016-10-15,88.38,Excellent,autumn,88.38,Excellent,autumn,88.45,Excellent,87.98,86.29,4.5,3.5,5.0,4.5,4.15,24.40504,17.665840000000003,27.1,19.1,60.6,60.6,0.0,1.3,8.3,4.1
2016-10-16,77.44,Very Good,autumn,77.44,Very Good,autumn,77.52,Very Good,84.8,85.77,4.0,3.5,4.85,4.5,0.2999999999999998,18.5158,16.454079999999998,19.5,17.2,74.1,74.1,1.5,1.5,0.0,9.4
2016-10-17,87.31,Excellent,autumn,87.31,Excellent,autumn,87.35,Excellent,84.38,85.72,4.5,3.5,5.0,4.5,3.6,20.58148,16.783,21.7,17.5,76.1,76.1,0.0,1.4,7.2,6.1
2016-10-18,90.46,Ideal,autumn,90.46,Ideal,autumn,90.5,Ideal,85.07,86.54,5.0,3.5,5.0,4.5,4.0,22.3704,16.185200000000002,24.0,17.0,70.9,70.9,0.0,1.4,8.0,3.0
2016-10-19,91.15,Ideal,autumn,91.15,Ideal,autumn,91.15,Ideal,89.64,87.19,5.0,3.5,5.0,4.5,4.35,22.44672,16.9632,24.3,18.0,67.6,67.6,0.0,1.5,8.7,1.3
2016-10-20,90.69,Ideal,autumn,90.69,Ideal,autumn,90.69,Ideal,90.77,87.72,5.0,3.5,5.0,4.0,4.65,23.35416,17.268720000000002,25.8,18.6,61.3,61.3,0.0,1.8,9.3,1.6
2016-10-21,81.31,Excellent,autumn,81.31,Excellent,autumn,81.31,Excellent,87.72,86.68,4.5,3.5,5.0,3.5,1.6,20.0128,16.591759999999997,22.0,17.9,58.6,58.6,0.0,3.0,3.2,9.4
2016-10-22,84.5,Excellent,autumn,84.5,Excellent,autumn,84.5,Excellent,85.5,86.12,4.5,3.5,5.0,4.0,2.7,20.7008,16.9388,22.8,18.3,59.0,59.0,0.0,1.8,5.4,6.8
2016-10-23,68.59,Good,autumn,68.59,Good,autumn,68.59,Good,78.13,84.86,3.5,3.0,4.75,3.0,0.05,16.74856,12.85516,17.8,13.3,66.3,66.3,2.5,4.0,0.1,9.4
2016-10-24,86.05,Excellent,autumn,86.05,Excellent,autumn,86.05,Excellent,79.71,84.68,4.0,3.5,5.0,4.0,4.7,18.68352,14.17792,20.6,15.1,54.8,54.8,0.0,2.4,9.4,5.6
2016-10-25,52.22,Acceptable,autumn,52.22,Acceptable,autumn,52.22,Acceptable,68.95,79.22,3.5,3.5,1.2999999999999998,4.0,1.6,17.02,13.8376,17.5,14.1,84.0,84.0,37.0,2.2,3.2,7.6
2016-10-26,77.67,Very Good,autumn,77.67,Very Good,autumn,77.67,Very Good,71.98,77.29,3.5,3.5,5.0,4.5,1.1,15.821200000000001,13.0492,16.3,13.3,81.0,81.0,0.0,1.4,2.2,5.4
2016-10-27,82.62,Excellent,autumn,82.62,Excellent,autumn,82.62,Excellent,70.84,76.14,4.0,3.5,5.0,4.0,2.95,19.39144,13.96336,20.9,14.6,65.4,65.4,0.0,1.9,5.9,6.5
2016-10-28,78.48,Very Good,autumn,78.48,Very Good,autumn,78.48,Very Good,79.59,75.73,3.5,3.5,4.97,4.0,2.15,17.11648,13.89712,18.4,14.6,61.8,61.8,0.3,2.5,4.3,8.8
2016-10-29,69.96,Good,autumn,69.96,Good,autumn,69.96,Good,77.02,73.66,3.0,3.0,5.0,3.5,0.55,10.91344,8.32536,11.2,7.8,40.3,40.3,0.0,3.0,1.1,6.6
2016-10-30,82.84,Excellent,autumn,82.84,Excellent,autumn,82.84,Excellent,77.09,75.69,3.5,3.0,5.0,4.5,4.85,13.71076,8.47204,15.1,7.9,31.9,31.9,0.0,1.5,9.7,0.9
